monster_unique_id,monster_parent,monster_name,monster_origin,monster_type,monster_alignment,monster_ac,monster_hp,monster_speed,monster_str,monster_dex,monster_con,monster_int,monster_wis,monster_cha,monster_saving_throws,monster_damage_vulnerabilities,monster_damage_resistances,monster_damage_immunities,monster_condition_immunities,monster_senses,monster_languages,monster_skills,monster_challenge_rating,monster_unique_ability_paragraph_1,monster_unique_ability_paragraph_2,monster_unique_ability_paragraph_3,monster_unique_ability_paragraph_4,monster_unique_ability_paragraph_5,monster_unique_ability_paragraph_6,monster_unique_ability_paragraph_7,monster_action_paragraph_1,monster_action_paragraph_2,monster_action_paragraph_3,monster_action_paragraph_4,monster_action_paragraph_5,monster_action_paragraph_6,monster_action_paragraph_7,monster_legendary_action_paragraph_1,monster_legendary_action_paragraph_2,monster_legendary_action_paragraph_3,monster_legendary_action_paragraph_4,monster_legendary_action_paragraph_5,@image1,@image2
dndgpt_mon_0189,Sphinxes,Androsphinx,srd 5.1,Large monstrosity,lawful neutral,17 (natural armor),199 (19d10 + 95),"40 ft., fly 60 ft.",22 (+6),10 (+0),20 (+5),16 (+3),18 (+4),23 (+6),"Dex +6, Con +11, Int +9, Wis +10",,,"psychic; bludgeoning, piercing, and slashing from nonmagical attacks","charmed, frightened","truesight 120 ft., passive Perception 20","Common, Sphinx","Arcana +9, Perception +10, Religion +15","Challenge 17 (18,000 XP)","Inscrutable: The sphinx is immune to any effect that would sense its emotions or read its thoughts, as well as any divination spell that it refuses. Wisdom (Insight) checks made to ascertain the sphinx's intentions or sincerity have disadvantage.",Magic Weapons: The sphinx's weapon attacks are magical.,"Spellcasting: The sphinx is a 9th-level spellcaster. Its spellcasting ability is Intelligence (spell save DC 16, +8 to hit with spell attacks). It requires no material components to cast its spells. The sphinx has the following wizard spells prepared: Cantrips (at will): mage hand, minor illusion, prestidigitation 1st level (4 slots): detect magic, identify, shield 2nd level (3 slots): darkness, locate object, suggestion 3rd level (3 slots): dispel magic, remove curse, tongues 4th level (3 slots): banishment, greater invisibility 5th level (1 slot): legend lore",,,,,Multiattack: The sphinx makes two claw attacks.,"Claw: Melee Weapon Attack: +12 to hit, reach 5 ft., one target. Hit: 17 (2d10 + 6) slashing damage.","Roar (3/Day): The sphinx emits a magical roar. Each time it roars before finishing a long rest, the roar is louder and the effect is different, as detailed below. Each creature within 500 feet of the sphinx and able to hear the roar must make a saving throw. First Roar: Each creature that fails a DC 18 Wisdom saving throw is frightened for 1 minute. A frightened creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. Second Roar: Each creature that fails a DC 18 Constitution saving throw takes 22 (4d10) thunder damage and is pushed 10 feet away from the sphinx. Third Roar: Each creature makes a DC 18 Constitution saving throw. On a failed save, a creature takes 44 (8d10) thunder damage and is knocked prone. On a successful save, the creature takes half as much damage and isn't knocked prone.",,,,,"The sphinx can take 3 legendary actions, choosing from the options below. Only one legendary action option can be used at a time and only at the end of another creature's turn. The sphinx regains spent legendary actions at the start of its turn. Claw Attack: The sphinx makes one claw attack.","Teleport (Costs 2 Actions): The sphinx magically teleports, along with any equipment it is wearing or carrying, up to 120 feet to an unoccupied space it can see.",,,,,
dndgpt_mon_0190,Sphinxes,Gynosphinx,srd 5.1,Large monstrosity,lawful neutral,17 (natural armor),136 (16d10 + 48),"40 ft., fly 60 ft.",18 (+4),15 (+2),16 (+3),18 (+4),18 (+4),18 (+4),"Int +12, Wis +10",,"bludgeoning, piercing, and slashing from nonmagical attacks",psychic,"charmed, frightened","truesight 120 ft., passive Perception 18","Common, Sphinx","Arcana +12, History +12, Perception +8, Religion +8","11 (7,200 XP)","Inscrutable. The sphinx is immune to any effect that would sense its emotions or read its thoughts, as well as any divination spell that it refuses. Wisdom (Insight) checks made to ascertain the sphinx's intentions or sincerity have disadvantage.",Magic Weapons. The sphinx's weapon attacks are magical.,"Spellcasting. The sphinx is a 9th-level spellcaster. Its spellcasting ability is Intelligence (spell save DC 16, +8 to hit with spell attacks). It requires no material components to cast its spells. The sphinx has the following wizard spells prepared: Cantrips (at will): mage hand, minor illusion, prestidigitation 1st level (4 slots): detect magic, identify, shield 2nd level (3 slots): darkness, locate object, suggestion 3rd level (3 slots): dispel magic, remove curse, tongues 4th level (3 slots): banishment, greater invisibility 5th level (1 slot): legend lore",,,,,Multiattack. The sphinx makes two claw attacks.,"Claw. Melee Weapon Attack: +8 to hit, reach 5 ft., one target. Hit: 13 (2d8 + 4) slashing damage.",,,,,,"The sphinx can take 3 legendary actions, choosing from the options below. Only one legendary action option can be used at a time and only at the end of another creature's turn. The sphinx regains spent legendary actions at the start of its turn.",Claw Attack. The sphinx makes one claw attack.,"Teleport (Costs 2 Actions). The sphinx magically teleports, along with any equipment it is wearing or carrying, up to 120 feet to an unoccupied space it can see.",,,,
dndgpt_mon_0191,,Sprite,srd 5.1,Tiny fey,neutral good,15 (natural armor),1 (1d4 - 3),"10 ft., fly 40 ft.",4 (-3),16 (+3),8 (-1),14 (+2),12 (+1),15 (+2),"DEX +5, CHA +4",,,,poisoned,"darkvision 60 ft., passive Perception 12","Sylvan, Common",Stealth +7,1/4 (50 XP),"Heart Sight. The sprite touches a creature and magically knows the creature's current emotional state. If the target fails a DC 10 Charisma saving throw, the sprite also knows the creature's alignment. Celestials, fiends, and undead automatically fail the saving throw.","Invisibility. The sprite magically turns invisible until it attacks or casts a spell, or until its concentration ends (as if concentrating on a spell). Any equipment the sprite wears or carries is invisible with it.",,,,,,"Shortbow. Ranged Weapon Attack: +5 to hit, range 80/320 ft., one target. Hit: 5 (1d6 + 2) piercing damage.","Dagger. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 5 (1d4 + 3) piercing damage.",,,,,,,,,,,,
dndgpt_mon_0192,,Stirge,srd 5.1,"Tiny beast, unaligned",,14 (natural armor),2 (1d4),"10 ft., fly 40 ft.",4 (-3),16 (+3),11 (+0),2 (-4),8 (-1),6 (-2),,,,,,"darkvision 60 ft., passive Perception 9",-,,1/8 (25 XP),,,,,,,,"Blood Drain. Melee Weapon Attack: +5 to hit, reach 5 ft., one creature. Hit: 5 (1d4 + 3) piercing damage, and the stirge attaches to the target. While attached, the stirge doesn't attack. Instead, at the start of each of the stirge's turns, the target loses 5 (1d4 + 3) hit points due to blood loss. The stirge can detach itself by spending 5 feet of its movement. It does so after it drains 10 hit points of blood from the target or the target dies. A creature, including the target, can use its action to detach the stirge.",,,,,,,,,,,,,
dndgpt_mon_0193,,Succubus/Incubus,srd 5.1,Medium fiend (shapechanger),neutral evil,15 (natural armor),66 (12d8 + 12),"30 ft., fly 60 ft.",8 (-1),17 (+3),13 (+1),15 (+2),12 (+1),20 (+5),"DEX +7, CHA +9",,"cold, fire, lightning, poison; bludgeoning, piercing, and slashing from nonmagical attacks","fire, poison",poisoned,"darkvision 60 ft., passive Perception 15","Abyssal, Common, Infernal, telepathy 60 ft.","Deception +9, Insight +5, Perception +5, Persuasion +9, Stealth +7","4 (1,100 XP)",Telepathic Bond. The fiend ignores the range restriction on its telepathy when communicating with a creature it has charmed. The two don't even need to be on the same plane of existence.,"Shapechanger. The fiend can use its action to polymorph into a Small or Medium humanoid, or back into its true form. Without wings, the fiend loses its flying speed. Other than its size and speed, its statistics are the same in each form. Any equipment it is wearing or carrying isn't transformed. It reverts to its true form if it dies.",,,,,,Multiattack. The devil makes two attacks: one with its kiss and one with its claws.,"Draining Kiss. The fiend kisses a creature charmed by it or a willing creature. The target must make a DC 15 Constitution saving throw against this magic, taking 32 (5d10 + 5) psychic damage on a failed save, or half as much damage on a successful one. The target's hit point maximum is reduced by an amount equal to the damage taken. This reduction lasts until the target finishes a long rest. The target dies if this effect reduces its hit point maximum to 0.","Claw. Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 10 (2d4 + 5) slashing damage.",,,,,,,,,,,
dndgpt_mon_0194,,Tarrasque,srd 5.1,Gargantuan monstrosity (titan),unaligned,25 (natural armor),676 (33d20 + 330),40 ft.,30 (+10),11 (+0),30 (+10),3 (-4),11 (+0),11 (+0),"Int +5, Wis +9, Cha +9",,,"fire, poison; bludgeoning, piercing, and slashing from nonmagical attacks","charmed, frightened, paralyzed, poisoned","blindsight 120 ft., passive Perception 10",-,,"30 (155,000 XP)","Legendary Resistance (3/Day). If the tarrasque fails a saving throw, it can choose to succeed instead.",Magic Resistance. The tarrasque has advantage on saving throws against spells and other magical effects.,"Reflective Carapace. Any time the tarrasque is targeted by a magic missile spell, a line spell, or a spell that requires a ranged attack roll, roll a d6. On a 1 to 5, the tarrasque is unaffected. On a 6, the tarrasque is unaffected, and the effect is reflected back at the caster as though it originated from the tarrasque, turning the caster into the target.",Siege Monster. The tarrasque deals double damage to objects and structures.,,,,"Multiattack. The tarrasque can use its Frightful Presence. It then makes five attacks: one with its bite, two with its claws, one with its horns, and one with its tail. It can use its Swallow instead of its bite.","Bite. Melee Weapon Attack: +19 to hit, reach 10 ft., one target. Hit: 36 (4d12 + 10) piercing damage. If the target is a creature, it is grappled (escape DC 20). Until this grapple ends, the target is restrained, and the tarrasque can't bite another target.","Claw. Melee Weapon Attack: +19 to hit, reach 15 ft., one target. Hit: 28 (4d8 + 10) slashing damage.","Horns. Melee Weapon Attack: +19 to hit, reach 10 ft., one target. Hit: 32 (4d10 + 10) piercing damage.","Tail. Melee Weapon Attack: +19 to hit, reach 20 ft., one target. Hit: 24 (4d6 + 10) bludgeoning damage. If the target is a creature, it must succeed on a DC 20 Strength saving throw or be knocked prone.","Frightful Presence. Each creature of the tarrasque's choice within 120 feet of it and aware of it must succeed on a DC 17 Wisdom saving throw or become frightened for 1 minute. A creature can repeat the saving throw at the end of each of its turns, with disadvantage if the tarrasque is within line of sight, ending the effect on itself on a success. If a creature's saving throw is successful or the effect ends for it, the creature is immune to the tarrasque's Frightful Presence for the next 24 hours.","Swallow. The tarrasque makes one bite attack against a Large or smaller creature it is grappling. If the attack hits, the target takes the bite's damage, the target is swallowed, and the grapple ends. While swallowed, the creature is blinded and restrained, it has total cover against attacks and other effects outside the tarrasque, and it takes 56 (16d6) acid damage at the start of each of the tarrasque's turns.","The tarrasque can take 3 legendary actions, choosing from the options below. Only one legendary action option can be used at a time and only at the end of another creature's turn. The tarrasque regains spent legendary actions at the start of its turn.",Attack. The tarrasque makes one claw attack or tail attack.,Move. The tarrasque moves up to half its speed.,Chomp (Costs 2 Actions). The tarrasque makes one bite attack or uses its Swallow.,,,
dndgpt_mon_0195,,Treant,srd 5.1,Huge plant,chaotic good,16 (natural armor),138 (12d12 + 60),30 ft.,23 (+6),8 (-1),21 (+5),12 (+1),16 (+3),12 (+1),,fire,"bludgeoning, piercing",,,passive Perception 13,"Common, Druidic, Elvish, Sylvan",,"9 (5,000 XP)","False Appearance. While the treant remains motionless, it is indistinguishable from a normal tree.",Siege Monster. The treant deals double damage to objects and structures.,,,,,,Multiattack. The treant makes two slam attacks.,"Slam. Melee Weapon Attack: +10 to hit, reach 5 ft., one target. Hit: 16 (3d6 + 6) bludgeoning damage.","Rock. Ranged Weapon Attack: +10 to hit, range 60/180 ft., one target. Hit: 28 (4d10 + 6) bludgeoning damage.","Animate Trees (1/Day). The treant magically animates one or two trees it can see within 60 feet of it. These trees have the same statistics as a treant, except they have Intelligence and Charisma scores of 1, they can't speak, and they have only the Slam action option. An animated tree acts as an ally of the treant. The tree remains animate for 1 day or until it dies; until the treant dies or is more than 120 feet from the tree; or until the treant takes a bonus action to turn it back into an inanimate tree.",,,,,,,,,,
dndgpt_mon_0196,,Troll,srd 5.1,Large giant,chaotic evil,15 (natural armor),84 (8d10 + 40),30 ft.,18 (+4),13 (+1),20 (+5),7 (-2),9 (-1),7 (-2),CON +9,,,,,"darkvision 60 ft., passive Perception 12",Giant,Perception +2,"5 (1,800 XP)",Keen Smell. The troll has advantage on Wisdom (Perception) checks that rely on smell.,"Regeneration. The troll regains 10 hit points at the start of its turn. If the troll takes acid or fire damage, this trait doesn't function at the start of the troll's next turn. The troll dies only if it starts its turn with 0 hit points and doesn't regenerate.",,,,,,Multiattack. The troll makes three attacks: one with its bite and two with its claws.,"Bite. Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 7 (1d6 + 4) piercing damage.","Claw. Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 11 (2d6 + 4) slashing damage.",,,,,,,,,,,
dndgpt_mon_0197,,Unicorn,srd 5.1,"Large celestial, lawful good",lawful good,12,67 (9d10 + 18),50 ft.,18 (+4),14 (+2),15 (+2),11 (+0),17 (+3),16 (+3),"STR +7, DEX +5, WIS +6, CHA +7",,,poison,"charmed, paralyzed, poisoned","darkvision 60 ft., passive Perception 13","Celestial, Elvish, Sylvan, telepathy 60 ft.",,"Challenge 5 (1,800 XP)","Charge. If the unicorn moves at least 20 feet straight toward a target and then hits it with a horn attack on the same turn, the target takes an extra 9 (2d8) piercing damage. If the target is a creature, it must succeed on a DC 15 Strength saving throw or be knocked prone.","Innate Spellcasting. The unicorn's innate spellcasting ability is Charisma (spell save DC 14). The unicorn can innately cast the following spells, requiring no components: At will: detect evil and good, druidcraft, pass without trace","1/day each: calm emotions, dispel evil and good, entangle",Magic Resistance. The unicorn has advantage on saving throws against spells and other magical effects.,Magic Weapons. The unicorn's weapon attacks are magical.,,,Multiattack. The unicorn makes two attacks: one with its hooves and one with its horn.,"Hooves. Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 11 (2d6 + 4) bludgeoning damage.","Horn. Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 8 (1d8 + 4) piercing damage.","Healing Touch (3/Day). The unicorn touches another creature with its horn. The target magically regains 11 (2d8 + 2) hit points. In addition, the touch removes all diseases and neutralizes all poisons afflicting the target.","Teleport (1/Day). The unicorn magically teleports itself and up to three willing creatures it can see within 5 feet of it, along with any equipment they are wearing or carrying, to a location the unicorn is familiar with, up to 1 mile away.",,,Hooves. The unicorn makes one attack with its hooves.,"Shimmering Shield (Costs 2 Actions). The unicorn creates a shimmering, magical field around itself or another creature it can see within 60 feet of it. The target gains a +2 bonus to AC until the end of the unicorn's next turn.",Heal Self (Costs 3 Actions). The unicorn magically regains 11 (2d8 + 2) hit points.,,,,
dndgpt_mon_0198,Vampires,Vampire,srd 5.1,Medium undead (shapechanger),lawful evil,16 (natural armor),144 (17d8 + 68),30 ft.,18 (+4),18 (+4),18 (+4),17 (+3),15 (+2),18 (+4),"Dex +9, Wis +7, Cha +9",,"necrotic; bludgeoning, piercing, and slashing from nonmagical attacks",,,"darkvision 120 ft., passive Perception 17",the languages it knew in life,"Perception +7, Stealth +9","13 (10,000 XP)","Shapechanger. If the vampire isn't in sunlight or running water, it can use its action to polymorph into a Tiny bat or a Medium cloud of mist, or back into its true form.","While in bat form, the vampire can't speak, its walking speed is 5 feet, and it has a flying speed of 30 feet. Its statistics, other than its size and speed, are unchanged. Anything it is wearing transforms with it, but nothing it is carrying does. It reverts to its true form if it dies.","While in mist form, the vampire can't take any actions, speak, or manipulate objects. It is weightless, has a flying speed of 20 feet, can hover, and can enter a hostile creature's space and stop there.","Legendary Resistance (3/Day). If the vampire fails a saving throw, it can choose to succeed instead.",,,,"Multiattack. The vampire makes two attacks, only one of which can be a bite attack.","Claws. Melee Weapon Attack: +6 to hit, reach 5 ft., one creature. Hit: 8 (2d4 + 3) slashing damage. Instead of dealing damage, the vampire can grapple the target (escape DC 13).",Bite (Costs 2 Actions). The vampire makes one bite attack.,,,,,"The vampire can take 3 legendary actions, choosing from the options below. Only one legendary action option can be used at a time and only at the end of another creature's turn. The vampire regains spent legendary actions at the start of its turn.",Move. The vampire moves up to its speed without provoking opportunity attacks.,Unarmed Strike. The vampire makes one unarmed strike.,,,,
dndgpt_mon_0199,Vampires,Vampire Spawn,srd 5.1,"Medium undead, neutral evil",Neutral Evil,15 (natural armor),82 (11d8 + 33),30 ft.,16 (+3),16 (+3),16 (+3),11 (+0),10 (+0),12 (+1),"Dex +6, Wis +3",,"necrotic; bludgeoning, piercing, and slashing from nonmagical attacks",poison,"charmed, poisoned","darkvision 60 ft., passive Perception 13",the languages it knew in life,"Perception +3, Stealth +6","5 (1,800 XP)",Regeneration. The vampire regains 10 hit points at the start of its turn if it has at least 1 hit point and isn't in sunlight or running water.,,,,,,,"Multiattack. The vampire makes two attacks, only one of which can be a bite attack.","Claws. Melee Weapon Attack: +6 to hit, reach 5 ft., one creature. Hit: 8 (2d4 + 3) slashing damage. Instead of dealing damage, the vampire can grapple the target (escape DC 13).","Bite (Costs 2 Actions). The vampire makes one bite attack. Hit: 7 (1d6 + 4) piercing damage plus 10 (3d6) necrotic damage. The target's hit point maximum is reduced by an amount equal to the necrotic damage taken, and the vampire regains hit points equal to that amount. The reduction lasts until the target finishes a long rest. The target dies if this effect reduces its hit point maximum to 0. A humanoid slain in this way and then buried in the ground rises the following night as a vampire spawn under the vampire's control.","Charm. The vampire targets one humanoid it can see within 30 feet of it. If the target can see the vampire, the target must succeed on a DC 17 Wisdom saving throw against this magic or be charmed by the vampire. The charmed target regards the vampire as a trusted friend to be heeded and protected.",,,,,,,,,,
